ANO,RA,IDADE,GENERO,ANO_INGRESSO,FASE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,ATINGIU_PV,INDE,PEDRA,DEFASAGEM
2024,RA-1290,9,Masculino,2024,ALFA,5.0,8.75,10.0,10.002,7.51,7.5,8.28,,8.407200000000001,Topázio,-1
2024,RA-1291,9,Masculino,2024,ALFA,5.0,8.25,9.5,9.502,7.51,7.5,7.89,,8.079200000000002,Topázio,-1
2024,RA-885,9,Masculino,2023,ALFA,5.0,8.5,10.0,8.502,7.51,7.5,8.28,,8.2072,Topázio,-1
2024,RA-1292,9,Feminino,2024,ALFA,5.0,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,,6.9031621211,Agata,-1
2024,RA-1293,9,Feminino,2024,ALFA,5.0,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,,8.005023232300001,Topázio,-1
2024,RA-888,8,Masculino,2023,ALFA,5.0,8.5,10.0,9.002,6.88,7.5,8.28,,8.1942,Topázio,-1
2024,RA-1294,10,Masculino,2024,ALFA,5.0,7.75,10.0,9.502,7.51,6.875,7.553333333,,7.9493666666,Ametista,-2
2024,RA-1009,9,Masculino,2023,ALFA,5.0,7.5,6.8863636365000005,8.002,2.51,6.5625,6.553333333,,6.395389393900001,Agata,-1
2024,RA-1013,8,Masculino,2023,ALFA,5.0,7.75,5.6937799039999994,9.002,2.51,5.0,4.72,,5.7839559808,Quartzo,-1
2024,RA-1295,8,Feminino,2024,ALFA,10.0,7.5,9.5227272725,10.002,2.51,7.5,8.28,,8.0617454545,Topázio,0
2024,RA-1296,9,Feminino,2024,ALFA,5.0,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,,7.0574222223000005,Ametista,-1
2024,RA-863,8,Masculino,2023,ALFA,5.0,5.5,3.159090909,8.502,2.51,4.6875,4.333333333,,4.6684348484000004,Quartzo,-1
2024,RA-1297,8,Masculino,2024,ALFA,5.0,9.25,9.761904762,9.502,2.51,7.5,6.833333333,,7.620247619000001,Ametista,-1
2024,RA-1014,8,Feminino,2023,ALFA,5.0,5.25,7.8863636365000005,8.502,2.51,6.875,7.0,,6.315972727300001,Agata,-1
2024,RA-880,8,Feminino,2023,ALFA,5.0,6.5,8.445652174,9.502,2.51,7.1875,7.22,,6.853080434800001,Agata,-1
2024,RA-886,8,Feminino,2023,ALFA,5.0,8.75,10.0,9.502,8.13,7.5,8.28,,8.419200000000002,Topázio,-1
2024,RA-1298,8,Masculino,2024,ALFA,10.0,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,,7.577287995300001,Ametista,0
2024,RA-1299,10,Masculino,2024,ALFA,5.0,6.5,7.638888889,8.502,7.51,7.1875,7.11,,7.069727777800001,Ametista,-2
2024,RA-904,8,Feminino,2023,ALFA,5.0,6.0,8.75,9.502,7.51,7.5,8.67,,7.6352,Ametista,-1
2024,RA-1300,8,Feminino,2024,ALFA,5.0,9.0,8.75,8.502,2.51,7.5,8.613333333,,7.623866666600001,Ametista,-1
2024,RA-1301,8,Masculino,2024,ALFA,5.0,7.0,2.9166666665000003,9.502,2.51,7.5,6.0,,5.6345333333,Quartzo,-1
2024,RA-1302,8,Masculino,2024,ALFA,10.0,4.0,5.416666667,10.002,2.51,6.25,4.996666667,,5.758866666800001,Quartzo,0
2024,RA-1303,8,Feminino,2024,ALFA,10.0,10.0,10.0,10.002,2.51,7.5,9.17,,8.8352,Topázio,0
2024,RA-1304,10,Feminino,2024,ALFA,5.0,6.0,7.9575163395,9.002,8.135,7.8125,6.493333333,,7.085119934500001,Ametista,-2
2024,RA-1305,10,Feminino,2024,ALFA,5.0,4.75,8.710526316,8.502,2.51,7.8125,8.053333333,,6.685221929800001,Agata,-1
2024,RA-1306,8,Feminino,2024,ALFA,5.0,9.75,10.0,9.002,8.135,7.5,7.946666667,,8.503033333400001,Topázio,-1
2024,RA-702,10,Feminino,2022,ALFA,5.0,9.25,9.75,9.002,2.51,7.8125,7.163333333,,7.665116666600001,Ametista,-2
2024,RA-725,10,Masculino,2022,ALFA,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,,7.0900771929,Ametista,-1
2024,RA-912,10,Feminino,2023,ALFA,5.0,7.25,9.4736842105,9.002,7.51,8.125,6.943333333,,7.697103508700001,Ametista,-2
2024,RA-918,8,Feminino,2023,ALFA,5.0,2.75,8.697368421,7.918,2.51,5.9375,6.156666667,,5.657357017600001,Quartzo,-1
2024,RA-920,9,Feminino,2023,ALFA,5.0,8.25,7.6710526315,9.502,7.51,7.1875,8.226666667,,7.7494938597,Ametista,-1
2024,RA-1307,8,Masculino,2024,ALFA,10.0,5.5,5.833333333500001,10.002,6.255,6.25,5.383333333,,6.5940333333000005,Agata,0
2024,RA-1308,9,Feminino,2024,ALFA,5.0,6.0,7.445652174,10.002,7.51,7.5,5.933333333,,6.876997101400001,Agata,-1
2024,RA-1309,7,Feminino,2024,ALFA,10.0,7.5,9.1666666665,9.002,7.51,7.5,8.223333333,,8.379199999899999,Topázio,0
2024,RA-1310,7,Feminino,2024,ALFA,10.0,10.0,9.375,8.502,2.51,7.8125,8.166666667,,8.3907833334,Topázio,0
2024,RA-1311,8,Masculino,2024,ALFA,10.0,0.0,9.166666667,9.002,2.51,7.5,8.386666667,,6.4118666668,Agata,0
2024,RA-1312,9,Masculino,2024,ALFA,5.0,6.5,8.333333333,10.002,7.51,6.25,8.336666667,,7.510200000000001,Ametista,-1
2024,RA-1313,8,Masculino,2024,ALFA,10.0,6.25,8.125,9.502,7.51,7.5,8.446666667,,8.0155333334,Topázio,0
2024,RA-1314,7,Feminino,2024,ALFA,10.0,9.0,8.541666667,7.418,7.51,7.5,7.443333333,,8.239799999999999,Topázio,0
2024,RA-1315,7,Masculino,2024,ALFA,10.0,9.0,8.3333333335,6.834,7.51,7.5,8.5,,8.3510666667,Topázio,0
2024,RA-921,8,Feminino,2023,ALFA,5.0,6.0,8.6631016045,8.502,7.51,7.5,7.5,,7.2838203209,Ametista,-1
2024,RA-1316,9,Feminino,2024,ALFA,5.0,7.75,8.20855615,9.002,7.51,7.5,7.5,,7.59291123,Ametista,-1
2024,RA-1317,9,Feminino,2024,ALFA,5.0,10.0,7.0721925135,7.502,7.51,7.5,7.5,,7.665638502700001,Ametista,-1
2024,RA-897,10,Masculino,2023,ALFA,5.0,6.0,2.7525252525,7.002,2.51,6.875,6.66,,5.2212050505,Quartzo,-1
2024,RA-908,9,Feminino,2023,ALFA,5.0,4.75,8.14171123,8.502,7.51,7.1875,6.83,,6.764292246,Agata,-1
2024,RA-916,10,Feminino,2023,ALFA,5.0,2.75,7.3320158105,8.502,2.51,6.5625,6.16,,5.5058531621,Quartzo,-2
2024,RA-924,9,Masculino,2023,ALFA,5.0,7.0,4.598930481,7.002,7.51,7.1875,7.415,,6.4727360962,Agata,-1
2024,RA-925,8,Masculino,2023,ALFA,5.0,4.75,7.005347594,8.002,7.51,7.1875,7.33,,6.587019518800001,Agata,-1
2024,RA-1008,9,Masculino,2023,ALFA,5.0,7.0,6.483957219,7.002,7.51,7.1875,7.5,,6.8667414438000005,Agata,-1
2024,RA-919,10,Masculino,2023,ALFA,5.0,5.25,4.692513369,7.002,6.255,6.875,6.49,,5.799702673800001,Quartzo,-2
2024,RA-1318,8,Feminino,2024,ALFA,5.0,5.0,7.6871657755000005,8.502,7.51,7.1875,7.33,,6.823383155100001,Agata,-1
2024,RA-1003,9,Masculino,2023,ALFA,5.0,8.25,8.6944444445,8.002,7.51,6.875,7.5,,7.627588888900001,Ametista,-1
2024,RA-1004,9,Feminino,2023,ALFA,5.0,7.5,9.25,9.502,7.51,7.5,7.5,,7.801200000000001,Ametista,-1
2024,RA-1006,9,Feminino,2023,ALFA,5.0,5.0,8.4444444445,8.502,7.51,7.5,7.5,,7.040088888900001,Ametista,-1
2024,RA-1319,9,Masculino,2024,ALFA,5.0,8.5,5.7516339865,8.502,7.51,7.5,7.5,,7.201526797300001,Ametista,-1
2024,RA-858,9,Masculino,2022,ALFA,5.0,8.25,6.833333333500001,9.002,2.51,7.5,7.5,,6.917866666700001,Agata,-1
2024,RA-905,10,Masculino,2023,ALFA,5.0,3.0,7.7794117645,9.002,7.51,6.875,6.99,,6.3925823529,Agata,-2
2024,RA-907,9,Feminino,2023,ALFA,5.0,8.75,8.9444444445,9.002,7.51,7.5,7.5,,7.9400888889,Ametista,-1
2024,RA-1320,10,Masculino,2024,ALFA,5.0,8.25,9.1666666665,9.002,7.51,7.5,7.5,,7.8845333333,Ametista,-1
2024,RA-909,11,Feminino,2023,ALFA,5.0,8.25,8.1666666665,10.002,7.51,6.875,7.5,,7.722033333300001,Ametista,-2
2024,RA-729,10,Feminino,2022,ALFA,5.0,6.0,8.4166666665,8.002,2.51,7.5,7.5,,6.684533333300001,Agata,-1
2024,RA-1321,7,Masculino,2024,ALFA,10.0,8.75,8.875,9.002,6.885,6.5625,5.915,,7.95295,Ametista,0
2024,RA-1322,8,Feminino,2024,ALFA,10.0,7.5,9.0,9.502,7.51,8.4375,8.165,,8.47795,Topázio,0
2024,RA-1323,9,Masculino,2024,ALFA,5.0,7.0,9.0833333335,10.002,7.51,6.875,6.66,,7.487366666700001,Ametista,-1
2024,RA-1324,9,Masculino,2024,ALFA,5.0,8.5,10.0,10.002,7.51,7.8125,8.0,,8.332450000000001,Topázio,-1
2024,RA-931,9,Masculino,2023,ALFA,5.0,8.5,8.5833333335,7.918,2.51,7.5,6.83,,7.075466666700001,Ametista,-1
2024,RA-1325,8,Masculino,2024,ALFA,10.0,10.0,9.5227272725,9.002,7.51,8.4375,7.915,,8.9824954545,Topázio,0
2024,RA-1326,8,Feminino,2024,ALFA,10.0,4.5,9.2916666665,9.002,7.51,7.8125,7.245,,7.6397833333000005,Ametista,0
2024,RA-1327,7,Feminino,2024,ALFA,10.0,7.5,9.3333333335,9.002,7.51,7.8125,7.325,,8.264116666700001,Topázio,0
2024,RA-1328,8,Feminino,2024,ALFA,5.0,10.0,8.2083333335,8.502,7.51,7.5,7.83,,8.0588666667,Topázio,-1
2024,RA-1329,8,Masculino,2024,ALFA,10.0,6.5,10.0,9.502,7.51,6.5625,6.66,,7.98945,Ametista,0
2024,RA-1330,8,Feminino,2024,ALFA,10.0,9.5,9.3333333335,10.002,7.51,8.4375,7.915,,8.944616666700002,Topázio,0
2024,RA-1331,7,Feminino,2024,ALFA,10.0,7.25,7.291666666499999,9.002,7.51,8.4375,7.245,,7.8522833333,Ametista,0
2024,RA-944,10,Feminino,2023,ALFA,5.0,9.0,7.25,9.002,7.51,8.75,7.75,,7.8262,Ametista,-2
2024,RA-1332,10,Masculino,2024,ALFA,5.0,8.25,9.411764706,8.502,7.51,9.375,7.665,,8.1040529412,Topázio,-2
2024,RA-754,11,Masculino,2022,ALFA,5.0,6.25,6.25,8.502,5.625,2.5,4.75,,5.6127,Quartzo,-2
2024,RA-1333,9,Masculino,2024,ALFA,5.0,9.25,10.0,7.502,6.255,9.375,7.75,,8.213199999999999,Topázio,-1
2024,RA-934,9,Feminino,2023,ALFA,5.0,8.5,9.75,9.502,7.51,9.375,7.75,,8.338700000000001,Topázio,-1
2024,RA-1334,9,Masculino,2024,ALFA,5.0,9.0,10.0,10.002,5.625,9.375,7.75,,8.350200000000001,Topázio,-1
2024,RA-941,9,Feminino,2023,ALFA,5.0,8.75,9.25,8.002,5.01,8.125,7.665,,7.746700000000001,Ametista,-1
2024,RA-756,11,Masculino,2022,ALFA,5.0,5.5,8.75,10.002,7.51,8.125,7.24,,7.361700000000001,Ametista,-2
2024,RA-1335,10,Masculino,2024,ALFA,5.0,8.75,9.75,9.002,7.51,9.375,7.665,,8.3217,Topázio,-2
2024,RA-773,10,Feminino,2022,ALFA,5.0,5.0,8.75,10.002,2.51,7.5,6.575,,6.566200000000001,Agata,-2
2024,RA-938,10,Masculino,2023,ALFA,5.0,7.75,9.544513457499999,9.502,7.51,8.125,7.665,,8.0056026915,Topázio,-1
2024,RA-1336,8,Feminino,2024,ALFA,5.0,9.5,6.2008281575,9.502,2.51,7.5,7.75,,7.141365631500001,Ametista,-1
2024,RA-1337,10,Masculino,2024,ALFA,5.0,6.0,4.722222222,8.002,7.51,6.875,5.66,,6.015144444400001,Agata,-2
2024,RA-1338,8,Masculino,2024,ALFA,5.0,3.0,8.6607142855,8.002,7.51,6.875,5.33,,6.1368428571,Agata,-1
2024,RA-1339,8,Feminino,2024,ALFA,5.0,8.75,10.0,8.502,6.885,5.0,5.33,,7.3547,Ametista,-1
2024,RA-1340,8,Feminino,2024,ALFA,10.0,10.0,8.392857143,9.502,7.51,5.625,7.0,,8.3422714286,Topázio,0
2024,RA-1341,9,Masculino,2024,ALFA,5.0,10.0,9.246031746,10.002,7.51,5.625,6.0,,7.862906349200001,Ametista,-1
2024,RA-947,9,Masculino,2023,ALFA,5.0,4.5,7.619047619,9.002,7.51,5.625,4.58,,6.053509523800001,Agata,-1
2024,RA-1342,8,Masculino,2024,ALFA,5.0,9.0,9.761904762,9.502,7.51,7.5,5.575,,7.8185809524000005,Ametista,-1
2024,RA-1343,7,Feminino,2024,ALFA,10.0,9.75,10.0,8.002,7.51,6.25,8.5,,8.8262,Topázio,0
2024,RA-1344,8,Feminino,2024,ALFA,10.0,10.0,10.0,8.502,7.51,8.75,9.425,,9.3612,Topázio,0
2024,RA-945,9,Masculino,2023,ALFA,5.0,8.75,9.511904762,9.002,2.51,7.5,6.83,,7.4195809524000005,Ametista,-1
2024,RA-946,8,Masculino,2023,ALFA,5.0,4.5,8.7976190475,9.502,2.51,7.5,7.835,,6.677723809500001,Agata,-1
2024,RA-1345,9,Masculino,2023,ALFA,5.0,6.25,9.4590643275,8.502,7.51,6.25,6.83,,7.2340128655000004,Ametista,-1
2024,RA-771,9,Feminino,2022,ALFA,5.0,6.5,6.619047619,8.502,3.135,5.625,6.08,,6.066009523800001,Agata,-1
2024,RA-1346,8,Masculino,2024,ALFA,10.0,5.5,8.0595238095,9.502,7.51,6.25,6.66,,7.3701047619,Ametista,0
2024,RA-1347,9,Masculino,2024,ALFA,5.0,5.0,8.7857142855,8.502,2.51,5.625,6.165,,6.153842857100001,Agata,-1
2024,RA-949,9,Feminino,2023,ALFA,5.0,6.5,8.7857142855,9.002,7.51,6.25,6.495,,7.1323428571,Ametista,-1
2024,RA-950,9,Feminino,2023,ALFA,5.0,7.0,9.023809524,9.502,7.51,6.875,8.0,,7.693461904800001,Ametista,-1
2024,RA-951,8,Feminino,2023,ALFA,5.0,4.0,9.0357142855,10.002,2.51,6.25,7.325,,6.4483428571,Agata,-1
2024,RA-1002,10,Feminino,2023,ALFA,5.0,9.25,7.833333333500001,9.002,7.51,7.5,8.25,,7.967866666700001,Ametista,-1
2024,RA-774,10,Feminino,2022,ALFA,5.0,3.75,6.3928571430000005,10.002,2.51,6.25,6.405,,5.685771428600001,Quartzo,-1
2024,RA-749,10,Masculino,2022,ALFA,5.0,8.75,9.7368421055,9.502,8.13,8.4375,7.665,,8.3373184211,Topázio,-2
2024,RA-929,9,Feminino,2023,ALFA,5.0,6.75,9.4736842105,9.002,7.51,8.125,7.58,,7.7244368421,Ametista,-1
2024,RA-930,9,Masculino,2023,ALFA,5.0,8.0,9.7368421055,8.502,7.51,7.8125,7.5,,7.9298184211,Ametista,-1
2024,RA-787,10,Masculino,2022,ALFA,5.0,7.25,9.75,9.002,7.51,7.1875,7.325,,7.73495,Ametista,-1
2024,RA-1348,8,Masculino,2024,ALFA,5.0,9.0,8.5913312695,7.502,7.51,8.75,7.83,,7.9604662539,Ametista,-1
2024,RA-935,10,Masculino,2023,ALFA,5.0,8.5,10.0,9.502,7.51,8.75,7.83,,8.3422,Topázio,-1
2024,RA-1349,10,Masculino,2024,ALFA,5.0,8.5,8.388888889,8.002,7.51,8.4375,7.915,,7.855727777800001,Ametista,-1
2024,RA-937,9,Feminino,2023,ALFA,5.0,7.5,10.0,10.002,9.38,8.75,7.83,,8.3792,Topázio,-1
2024,RA-1350,10,Feminino,2024,ALFA,5.0,8.5,10.0,8.502,8.755,8.4375,7.83,,8.335450000000002,Topázio,-2
2024,RA-1351,9,Masculino,2024,ALFA,5.0,8.75,9.230769231,9.002,8.13,8.4375,7.665,,8.1861038462,Topázio,-1
2024,RA-959,9,Masculino,2023,ALFA,5.0,9.5,9.7368421055,10.002,7.51,7.8125,7.5,,8.379818421100001,Topázio,-1
2024,RA-1352,9,Masculino,2024,ALFA,5.0,8.5,9.5,10.002,8.13,8.4375,7.665,,8.289950000000001,Topázio,-1
2024,RA-1353,10,Feminino,2024,ALFA,5.0,3.0,9.5,8.002,7.51,6.875,6.08,,6.454700000000001,Agata,-1
2024,RA-1354,10,Feminino,2024,ALFA,5.0,6.0,8.3636363635,9.502,7.51,8.125,7.335,,7.353427272700001,Ametista,-1
2024,RA-979,9,Masculino,2023,ALFA,5.0,8.25,9.5227272725,9.502,7.51,8.125,7.335,,8.0352454545,Topázio,-1
2024,RA-1355,10,Masculino,2024,ALFA,5.0,7.0,6.5227272725,10.002,7.51,8.125,7.17,,7.202245454500001,Ametista,-1
2024,RA-971,9,Masculino,2023,ALFA,5.0,6.75,7.909090909,7.418,7.51,7.5,6.085,,6.8916181818,Agata,-1
2024,RA-972,9,Masculino,2023,ALFA,5.0,6.75,8.3863636365,9.502,7.51,8.75,7.17,,7.537472727300001,Ametista,-1
2024,RA-965,10,Feminino,2023,ALFA,5.0,2.25,6.4772727275,9.002,7.51,8.75,6.83,,6.1376545455,Agata,-2
2024,RA-973,10,Masculino,2023,ALFA,5.0,3.75,9.318181818,10.002,7.51,7.5,6.585,,6.9318363636,Agata,-2
2024,RA-1356,8,Feminino,2024,ALFA,10.0,5.5,9.4444444445,9.002,7.51,8.125,7.085,,7.8695888889,Ametista,0
2024,RA-966,10,Masculino,2023,ALFA,5.0,9.0,8.568181818,9.502,7.51,8.125,7.335,,7.9943363636,Ametista,-2
2024,RA-1357,9,Masculino,2024,ALFA,5.0,6.75,7.5,8.002,7.51,8.125,7.335,,7.1807,Ametista,-1
2024,RA-969,9,Masculino,2023,ALFA,5.0,7.25,7.8636363634999995,9.002,7.51,8.125,7.335,,7.453427272700001,Ametista,-1
2024,RA-1358,7,Feminino,2024,ALFA,10.0,4.0,7.380952381,9.168,5.01,6.25,6.17,,6.552990476200001,Agata,0
2024,RA-1359,7,Feminino,2024,ALFA,10.0,6.0,9.0,8.502,5.635,5.625,6.17,,7.2102,Ametista,0
2024,RA-1360,8,Masculino,2024,ALFA,10.0,5.0,7.0018115945,8.502,7.51,5.625,6.42,,6.8480623189,Agata,0
2024,RA-1361,8,Feminino,2024,ALFA,10.0,10.0,9.375,9.502,5.635,7.5,8.0,,8.738700000000001,Topázio,0
2024,RA-975,8,Feminino,2023,ALFA,5.0,8.0,7.708333333500001,8.502,5.01,6.875,7.33,,7.1463666667000005,Ametista,-1
2024,RA-1362,7,Masculino,2024,ALFA,10.0,8.5,6.875,10.002,5.635,6.875,6.915,,7.709200000000001,Ametista,0
2024,RA-977,8,Feminino,2023,ALFA,5.0,7.0,7.291666666499999,10.002,6.26,6.875,7.58,,7.188033333300001,Ametista,-1
2024,RA-1363,7,Feminino,2024,ALFA,10.0,6.5,10.0,7.418,5.635,6.875,6.99,,7.690800000000001,Ametista,0
2024,RA-981,8,Feminino,2023,ALFA,5.0,6.0,7.010869565,9.002,6.26,6.25,6.99,,6.6513739130000005,Agata,-1
2024,RA-1364,9,Masculino,2024,ALFA,5.0,8.75,8.4166666665,8.002,7.51,6.875,6.99,,7.570033333300001,Ametista,-1
2024,RA-1365,9,Masculino,2024,ALFA,5.0,6.5,9.7916666665,9.002,6.26,6.875,6.99,,7.3700333333,Ametista,-1
2024,RA-1366,8,Feminino,2024,ALFA,5.0,6.5,6.6032608695,9.002,7.51,7.5,6.99,,6.919852173900001,Agata,-1
2024,RA-974,8,Masculino,2023,ALFA,5.0,6.5,9.282608695499999,9.502,7.51,7.5,7.5,,7.6077217391,Ametista,-1
2024,RA-1367,8,Feminino,2024,ALFA,10.0,8.75,8.3804347825,10.002,7.51,7.5,7.5,,8.427286956500001,Topázio,0
2024,RA-1368,8,Masculino,2024,ALFA,10.0,9.5,10.0,7.002,7.51,7.5,7.5,,8.6012,Topázio,0
2024,RA-1369,7,Feminino,2024,ALFA,10.0,8.0,8.6304347825,8.502,6.26,7.5,7.5,,8.052286956500001,Topázio,0
2024,RA-978,8,Feminino,2023,ALFA,5.0,6.5,9.5,9.502,6.26,6.875,7.5,,7.4637,Ametista,-1
2024,RA-1370,9,Masculino,2024,ALFA,5.0,9.0,8.722222222,10.002,7.51,7.5,7.5,,8.0456444444,Topázio,-1
2024,RA-1371,11,Feminino,2024,ALFA,5.0,4.5,6.9782608695,7.502,7.51,6.875,7.5,,6.4843521739,Agata,-1
2024,RA-1372,8,Feminino,2024,ALFA,10.0,4.75,10.0,9.502,8.13,7.5,7.5,,7.9632000000000005,Ametista,0
2024,RA-1373,9,Feminino,2024,ALFA,5.0,6.75,8.8804347825,9.502,7.51,7.5,7.5,,7.577286956500001,Ametista,-1
2024,RA-1374,9,Masculino,2024,ALFA,5.0,5.25,9.347826087,9.502,7.51,7.5,7.5,,7.3707652174,Ametista,-1
2024,RA-1375,9,Masculino,2024,ALFA,5.0,8.25,10.0,9.502,7.51,7.5,7.5,,8.101200000000002,Topázio,-1
2024,RA-1376,9,Masculino,2024,ALFA,5.0,9.75,9.6153846155,9.002,7.51,7.5,7.5,,8.2742769231,Topázio,-1
2024,RA-994,9,Feminino,2023,ALFA,5.0,8.25,9.532608695499999,9.002,6.88,6.875,7.33,,7.7982217391,Ametista,-1
2024,RA-1377,8,Masculino,2024,ALFA,10.0,5.5,10.0,9.002,8.13,6.875,6.99,,7.8987,Ametista,0
2024,RA-1378,10,Feminino,2024,ALFA,5.0,6.75,9.2857142855,9.002,8.13,7.5,7.5,,7.6703428571,Ametista,-1
2024,RA-1379,8,Masculino,2024,ALFA,5.0,7.25,8.6842105265,9.502,3.755,5.9375,5.16,,6.638292105300001,Agata,-1
2024,RA-1380,8,Masculino,2024,ALFA,10.0,8.0,8.784461152999999,9.502,4.385,7.1875,7.5,,7.964342230600001,Ametista,0
2024,RA-770,9,Masculino,2022,ALFA,5.0,5.0,9.022556391,10.002,7.51,7.5,7.5,,7.3057112782,Ametista,-1
2024,RA-1381,8,Feminino,2024,ALFA,10.0,9.5,10.0,9.502,8.13,8.75,7.5,,9.038200000000002,Topázio,0
2024,RA-1382,9,Feminino,2024,ALFA,5.0,7.5,9.761904762,8.502,7.51,7.8125,7.5,,7.834830952400001,Ametista,-1
2024,RA-1383,8,Feminino,2024,ALFA,10.0,8.5,9.2606516295,8.502,7.51,7.1875,7.5,,8.3720803259,Topázio,0
2024,RA-1384,10,Masculino,2024,ALFA,5.0,5.0,7.5689223055,8.002,7.51,6.25,5.16,,6.221984461100001,Agata,-2
2024,RA-1385,8,Masculino,2024,ALFA,5.0,8.0,10.0,10.002,4.385,6.875,7.5,,7.7262,Ametista,-1
2024,RA-1386,8,Feminino,2024,ALFA,5.0,7.25,9.761904762,9.002,7.51,7.5,7.5,,7.803580952400001,Ametista,-1
2024,RA-1387,8,Feminino,2024,ALFA,5.0,8.0,8.759398496,9.502,7.51,7.5,7.5,,7.8030796992,Ametista,-1
2024,RA-1388,8,Feminino,2024,ALFA,5.0,5.0,8.214285713999999,9.002,6.88,7.5,7.67,,7.015057142799999,Ametista,-1
2024,RA-1389,7,Feminino,2024,ALFA,10.0,10.0,9.7916666665,9.002,6.88,7.5,8.42,,8.980533333299999,Topázio,0
2024,RA-1390,7,Feminino,2024,ALFA,10.0,8.25,9.7916666665,9.502,5.005,7.5,8.42,,8.4930333333,Topázio,0
2024,RA-1391,7,Masculino,2024,ALFA,10.0,10.0,9.2916666665,8.502,7.51,7.5,8.17,,8.8435333333,Topázio,0
2024,RA-1392,9,Masculino,2024,ALFA,5.0,0.0,5.625,9.002,7.51,7.5,7.0,,5.4262,Quartzo,-1
2024,RA-1393,7,Feminino,2024,ALFA,10.0,5.0,7.5,9.502,3.755,7.5,8.42,,7.2597000000000005,Ametista,0
